244.915761 43.635541 0.5700898766517639
138.473063 2.296632 0.578170657157898
136.724215 2.598454 0.5904045104980469
215.413322 -1.171143 0.1688218116760254
219.579543 -1.259439 0.5538983941078186
215.194346 52.221572 0.4674394130706787
133.069412 0.561538 0.6131501793861389
140.724224 1.725758 0.5800268650054932
30.837153 -5.903849 0.6003001928329468
138.958638 2.470808 0.5666865110397339
140.738241 4.138774 0.686175525188446
239.797267 43.392476 0.24669520556926727
35.48985 -3.276919 0.05372660234570503
219.77412 -0.571051 0.30812209844589233
220.287844 -0.728345 0.1304946094751358
136.954485 -1.405715 0.6945784091949463
244.59649 43.216127 0.49622270464897156
216.716358 -1.30812 0.18949732184410095
134.306368 2.162428 0.39503219723701477
34.952733 -2.509233 0.28136253356933594
244.06616 44.123386 0.1525280773639679
133.77867 0.580729 0.5538052916526794
331.937443 0.353709 0.21539974212646484
140.299333 0.568539 0.39604997634887695
214.64571 0.379908 0.38465413451194763
29.810526 -2.508858 0.48852258920669556
133.158223 -0.004038 0.4894004762172699
37.033772 -5.292767 0.5669018030166626
129.856781 0.383705 0.16036109626293182
138.204136 1.510168 0.5928629040718079
129.163533 1.825796 0.5337915420532227
136.579071 -1.337035 0.373686283826828
216.153671 0.183255 0.12587493658065796
137.837836 -0.033113 0.4620610773563385
210.824746 0.691416 0.20845650136470795
35.504116 -4.781564 0.4856545031070709
224.857344 0.011839 0.5654043555259705
34.619326 -5.835712 0.6237450838088989
134.434904 1.630931 0.32429397106170654
180.305917 0.826012 0.40112102031707764
129.453439 1.41782 0.5469575524330139
129.956912 -0.031277 0.6723245978355408
138.527249 -0.234625 0.5179456472396851
219.217864 -0.199525 0.517928957939148
133.978398 -0.144171 0.5270408987998962
136.747262 0.55855 0.39768001437187195
217.010152 -1.12455 0.6401724815368652
214.123341 0.195254 0.48575860261917114
136.690421 -1.162614 0.5256730318069458
212.301019 0.218954 0.5750521421432495
31.366684 -3.849069 0.4772830605506897
134.888815 2.100604 0.41012299060821533
215.768497 -0.483226 0.34350520372390747
216.441194 1.027109 0.771419882774353
338.160415 1.73031 0.3221610486507416
221.488107 1.0687 0.4735443890094757
135.45723 2.299439 0.29708585143089294
136.097275 2.296323 0.4747355878353119
212.535096 -0.734614 0.5580733418464661
246.607078 43.327039 0.5459926724433899
218.828627 -1.247002 0.6248221397399902
332.291992 -0.212514 0.4654863476753235
237.321649 43.023521 0.6095355749130249
211.616597 1.039288 0.5691826343536377
240.787483 44.249399 0.34690216183662415
241.341089 43.057155 0.6183854937553406
217.929361 -0.247083 0.5972578525543213
216.883514 0.288797 0.6235703825950623
216.396833 -0.050607 0.3851695656776428
130.295532 -0.316092 0.30482396483421326
223.078324 -0.879549 0.6911190152168274
139.946739 -0.401299 0.49874261021614075
216.75819 0.772704 0.45794302225112915
131.595926 1.095061 0.4894797205924988
218.603137 0.774915 0.5417477488517761
134.997636 -0.252069 0.3900771737098694
244.318114 42.430495 0.21451981365680695
140.301993 1.664099 0.6250256896018982
245.3744 43.463277 0.30430859327316284
246.282142 44.294834 0.49977436661720276
213.21485 -0.396342 0.6227838397026062
32.908317 -4.514367 0.5612203478813171
133.87783 1.162447 0.6400915384292603
210.733158 1.075068 0.35843172669410706
139.773947 4.519511 0.2630912959575653
335.336246 0.804535 0.5011533498764038
336.831422 1.776363 0.406963586807251
248.267819 42.492965 0.5430658459663391
240.099798 44.200733 0.540526270866394
243.766266 43.446869 0.48542341589927673
210.689486 -0.640452 0.670060396194458
139.747878 1.377336 0.5883855223655701
